Cat,Maker,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Total Sales,Market Share
LMV,AVON CYCLES LTD,0,0,0,0,0,1,0,0,0,0,1,2.91E-05
3W,ARIHANT ENTERPRISE,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,AVL ELECTRIC VEHICLES PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,AUTOCROLA INDIA LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,M G INDUSTRIES,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,UNITED AUTO TRACTORS LTD ?????,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,K M MOTORS,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,ASHOK LEYLAND LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),0,0,0,0,0,0,0,0,1,0,1,2.91E-05
LMV,THE COMMERCIAL MOTORS LIMITED,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,BENGAL MOTORS,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,VIJAYALAKSHIMI ENGG WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,TAFE LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
MMV,WIRTGEN INDIA PVT LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,TAMILNADU MOPEDS LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,AGRO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,ASHOK LEYLAND LTD,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,WARIVO MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,0,1,23,1,2.91E-05
2W,AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,AKASH AGRO INDUSTRIES,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,AKASH TRAILOR,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,AKSMD RECHARGEABLE VEHICLES PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,LAWAT MOTORS LLP,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,TATA MOTORS LTD,0,0,1,0,0,0,0,0,0,1,1,2.91E-05
2W,BSA MOTORS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,VISHWAS TRAILER WELD WORK,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,ALTIER ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,AMAR COACH BUILDERS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,TELSA INC,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
LMV,M.K. ENTERPRISES,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,AMW MOTORS LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,BENTLEY MOTORS LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,TERRA MOTORS INDIA PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
2W,LOHIA AUTO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,HIND AGRO INDUSTRIES,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,REPUBLIC MOTORS,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,MG MOTOR INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,ISUZU MOTOR INDIA PVT LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,FORCE MOTORS LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,FORD INDIA PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,RAJKAMAL MOTORS LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,RAJESH STEEL AND WIRE INDUSTRIES,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,RAJA ARTS HITECH ENGINEERING,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
2W,RAJ AUTOMOTIVE,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,G & G AUTOMOTIVE,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,RAAJ AUTOMOTIVE,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,G.K. RICKSHAW,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,R.N.A.I.P.LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,GAIA INTERNATIONAL (IMPORTER: NEW ENERGY WAGON),0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,INTERNATIONAL CARS & MOTORS LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,GANAPATI AGRO INDUSTRIES,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,PUSHKAR INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,MOTOR & GENERAL SALES PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,PUNJAB TRACTORS LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,INTERNATIONAL CARS & MOTORS LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,PREMIER LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,MITHU BAJRANG ENG.WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,EVERVE MOTORS PVT LTD,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
2W,RENAULT INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,RUDRA AUTO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,SAHKAR AGRO IND,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,SAGAS AUTOTIC PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,SAGAR AGRO INDUSTRIES,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
MMV,SAERA ELECTRIC AUTO PVT LTD,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,ELECTROTECH TRANSMISSION PVT LTD,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,S.M. LTD.,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,JAIDKA POWER SYSTEMS PVT LTD,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
LMV,ELECTROTHERM (INDIA) LIMITED,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,JAI BHAVANI ENGINEERING  WORKS,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
LMV,JAI AMBE FABRICATION & ENGINEERING WORK,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,ROYAL-ENFIELD (UNIT OF EICHER LTD),1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,ROYAL-ENFIELD (UNIT OF EICHER LTD),0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,ERISHA E MOBILITY PVT LTD,0,0,0,0,0,0,0,0,1,1,1,2.91E-05
LMV,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),0,0,0,0,0,0,0,0,1,3,1,2.91E-05
3W,ESCORT JCB LTD,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,ETHIRAJ AUTO UDYOG PVT LTD ???,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,MINI METRO EV L.L.P,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
3W,GENERAL MOTORS INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,MUTHUR AGRO ENGINEERING WORKS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,PRAJAPATI ENG. WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,GURUKRAPA ENGINEERING WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,GREEN VALLEY MOTORS,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,NEW MARTHWADA QUALITY TRAILOR,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,ORIGINAL FUEL SYSTEM PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,NEXZU MOBILITY PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,NGAGE IMPEX PVT LTD,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,GUJARAT TRACTOR CORP LTD,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,HMT LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,GREAVES COTTON LTD.,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
MMV,OLYMPUS INDUSTRIES PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,NICOLAS INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,OLECTRA GREENTECH LTD,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
2W,HAMPI TRACTORS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,HARJAS AGRO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,HINDUSTAN MOTOR CORPORATION,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,HERO ELECTRIC VEHICLE PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,GREEN STAR MOTORS,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,PACE AGRO PRIVATE LIMITED,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,MVM MOTORS PRIVATE LIMITED,0,0,0,0,0,0,0,1,0,5,1,2.91E-05
3W,PILLING RIG,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
LMV,GENERAL MOTORS INDIA PVT LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,INDO FARM EQUIPMENT LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,IDEAL JAWA INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,PORSCHE AG,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,GILL AGROTECH,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,GIRNAR SCOOTERS LTD,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,GKON ELECTRIC MOTOR VEHICLES PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,HYUNDAI MOTOR INDIA LTD,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,PAL DIESAL PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,NB TURNED  COMPONENTS PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,HOOGHLY MOTORS PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,NEELAM AGRO EQUIP,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,GOLD HOFER,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
LMV,PARAS INDUSTRIES,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
2W,GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),0,0,0,0,0,0,0,0,1,1,1,2.91E-05
3W,GOPAL AGROTECH,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,EKO VEHICLE PRIVATE LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,MAHARASTRA SCOOTER LIMITED,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,SHRI RAM INDUSTRIES,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,CLH GASEOUS FUEL APPL PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
MMV,SHRI ABIRAMI TRAILERS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,SGL INDUSTRIES,0,0,0,0,0,1,0,0,0,0,1,2.91E-05
2W,MAC INTERNATIONAL (IMPORTER:HONESTY),0,0,0,0,0,0,0,0,1,1,1,2.91E-05
LMV,DHARMAND TRAILERS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,SHRI CHINNAMMAN ENGG. WORKS ???,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,SHRI BARSANA E-VEHICLES PVT LTD,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
LMV,SONI E VEHICLE PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
MMV,SHAH AGRO ENGG WORKS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,SINDHU MOTORS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,MAHI ENTERPRISES,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,JEEVA TRAILERS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,SHAKTIMAN AGRO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,SHRI BANASHANKARI ENG WORKS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
MMV,SML ISUZU LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,HETTRA HET TRAILER,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,DUCATI INDIA PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,DALIAN FORKLIFT CO.,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,SKYY RIDER ELECTRIC PRIVATE LIMITED,0,0,0,0,0,0,0,0,1,143,1,2.91E-05
LMV,MAHINDRA VEHICLE MANUFACTURER LIMITED,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,DEEPTI SMART MOBILITY PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,DELHI AUTOMOBILES LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,SHRI ARUPADAYAN TRAILERS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,SIVASAKTHI ENGINEERING WORKS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,SIVA ENGINEERING WORKS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
MMV,DIVYA INDUSTRIES,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,EAGLE AUTO PEARL PVT,0,0,0,0,0,1,0,0,0,0,1,2.91E-05
LMV,SHRI GANESH TRAILER,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,SHRI JYOTHI ENG. WORKS.,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,SHRI LAXMI ENGINEERING WORKS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,JANANI TRAILERS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,MEGHA TRAILERS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
2W,EICHER POLARIS PVT. LTD.,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,SAKTHI VIJAY INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,SAME DEUTZ - FAHR INDIA (P) LTD.,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,JAY AMBE AGRICULTURE,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,SAN MOTORS LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,EICHER MOTORS LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),0,0,0,0,0,0,0,0,1,0,1,2.91E-05
LMV,SARAVANA TRAILER,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,MAXI CAB,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,MAHINDRA GUJARAT TRACTOR LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,JAYANTI AGRO CENTRES,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,SHRI KANAGA TRAILERS TANKAR,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,MANITA CITY MOTORS LLP,0,0,0,0,0,1,0,0,0,0,1,2.91E-05
3W,CLAAS INDIA P LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,MAHINDRA ELECTRIC MOBILITY LIMITED,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,SRI SAI MARKETING,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,MAULIRAJ INDUSTRIES LLP,0,0,0,0,0,0,0,0,1,1,1,2.91E-05
LMV,SRI RAMA TRAILERS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,"DIAMOND ENGG,CTC",0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,SUPERTECH EV LIMITED,0,0,0,0,0,0,0,0,0,1,0,0
LMV,CAPCO INDUSTRIES PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
2W,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),0,0,0,0,0,0,0,0,0,48,0,0
2W,JIANGSU GUOWEI (IMPORTER:ELECTRO-TECH),0,0,0,0,0,0,0,0,0,7,0,0
3W,CAPCO INDUSTRIES PVT LTD,0,0,0,0,0,0,0,0,0,30,0,0
3W,SUPREME SALES AGENCY,0,0,0,0,0,0,0,0,0,50,0,0
2W,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),0,0,0,0,0,0,0,0,0,36,0,0
3W,DHRITI ENTERPRISES,0,0,0,0,0,0,0,0,0,81,0,0
3W,KATYAYANI AUTOMOTIVE,0,0,0,0,0,0,0,0,0,2,0,0
3W,SAIFIAN SOLAR PVT LTD,0,0,0,0,0,0,0,0,0,29,0,0
3W,NEW CHAWLA INDUSTRIES,0,0,0,0,0,0,0,0,0,67,0,0
3W,AAKK AUTO PVT LTD,0,0,0,0,0,0,0,0,0,16,0,0
2W,ZHONGXING (IMPORTER:GREENO AUTOMOBILE),0,0,0,0,0,0,0,0,0,5,0,0
2W,ZHONGHUALONG (IMPORTER: POWORO PVT LTD),0,0,0,0,0,0,0,0,0,54,0,0
3W,STAR INDUSTRIES,0,0,0,0,0,0,0,0,0,47,0,0
2W,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),0,0,0,0,0,0,0,0,0,28,0,0
LMV,KLB KOMAKI PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
3W,HAITEK AUTOMOTIVE PVT LTD,0,0,0,0,0,0,0,0,0,60,0,0
2W,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),0,0,0,0,0,0,0,0,0,1,0,0
3W,CLENERGY INNOVATIONS PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
3W,SUN AUTO,0,0,0,0,0,0,0,0,0,2,0,0
3W,SUN INDUSTRIES,0,0,0,0,0,0,0,0,0,207,0,0
3W,A.J ENTERPRISES,0,0,0,0,0,0,0,0,0,66,0,0
3W,KETRON ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
2W,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),0,0,0,0,0,0,0,0,0,23,0,0
3W,D.K. MOTORS,0,0,0,0,0,0,0,0,0,5,0,0
2W,YOUYAKU ELECTRIC (IMPORTER: SMOBILITY EV),0,0,0,0,0,0,0,0,0,36,0,0
2W,YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),0,0,0,0,0,0,0,0,0,3,0,0
3W,A.R. MOTOR,0,0,0,0,0,0,0,0,0,164,0,0
2W,A-1 SUREJA INDUSTRIES,0,0,0,0,0,0,0,0,0,2,0,0
3W,DILIGENT MOBILITY SERVICE PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
2W,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),0,0,0,0,0,0,0,0,0,4,0,0
LMV,M/S VISHNU CLEAN ENERGY VEHICLES LLP,0,0,0,0,0,0,0,0,0,3,0,0
3W,CHANDAKE-AUTOMOBILES LLP,0,0,0,0,0,0,0,0,0,37,0,0
3W,DEV MOTORS,0,0,0,0,0,0,0,0,0,287,0,0
3W,MAA DURGA ELECTRIC MOTOR VEHICLE PVT LTD,0,0,0,0,0,0,0,0,0,11,0,0
3W,INS AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,272,0,0
LMV,ADAPT MOTORS PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),0,0,0,0,0,0,0,0,0,10,0,0
2W,JEEVAA E-BIKE MFG PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
3W,EYUG AUTOMOBILE PVT LTD,0,0,0,0,0,0,0,0,0,10,0,0
LMV,MLR AUTO LTD,0,0,0,0,0,0,0,0,0,13,0,0
2W,LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),0,0,0,0,0,0,0,0,0,2,0,0
3W,RDS INDUSTRIES,0,0,0,0,0,0,0,0,0,110,0,0
3W,REDDY AUTOMOTIVE PVT LTD,0,0,0,0,0,0,0,0,0,4,0,0
LMV,BAJAJ AUTO LTD,0,0,0,0,0,0,0,0,0,1,0,0
3W,LIONIZE AUTOMOBILE PVT LTD,0,0,0,0,0,0,0,0,0,194,0,0
2W,REGENERATION E BIKES,0,0,0,0,0,0,0,0,0,6,0,0
3W,ANOOP CYLINDERS PVT LTD,0,0,0,0,0,0,0,0,0,8,0,0
2W,E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
3W,JAYNA AUTOMOBILES LLP,0,0,0,0,0,0,0,0,0,5,0,0
2W,SHEMA E- VEHCILE & SOLAR PVT LTD,0,0,0,0,0,0,0,0,0,1568,0,0
2W,ESSEL ENERGY INFRA PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
3W,RICHFORD ALLIANZ PVT LTD,0,0,0,0,0,0,0,0,0,162,0,0
2W,JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),0,0,0,0,0,0,0,0,0,52,0,0
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),0,0,0,0,0,0,0,0,0,44,0,0
LMV,ROLLS ROYCE,0,0,0,0,0,0,0,0,0,1,0,0
3W,JAYATI TOOLS,0,0,0,0,0,0,0,0,0,5,0,0
LMV,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),0,0,0,0,0,0,0,0,0,2,0,0
3W,ROYCE EV PVT LTD,0,0,0,0,0,0,0,0,0,246,0,0
3W,USHASONS AUTO COMPONENTS,0,0,0,0,0,0,0,0,0,17,0,0
LMV,JAIN POWER CORP,0,0,0,0,0,0,0,0,0,1,0,0
3W,K. S. INDUSTRIES,0,0,0,0,0,0,0,0,0,8,0,0
2W,KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),0,0,0,0,0,0,0,0,0,3,0,0
3W,FRN MOTORS PVT LTD,0,0,0,0,0,0,0,0,0,6,0,0
2W,PORWAL ELECTRIC,0,0,0,0,0,0,0,0,0,5,0,0
3W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,0,0,0,0,0,0,0,0,0,18,0,0
LMV,POWERLAND AGRO TRACTOR VEHICLES PVT LTD,0,0,0,0,0,0,0,0,0,9,0,0
LMV,BYD AUTO,0,0,0,0,0,0,0,0,0,2,0,0
3W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),0,0,0,0,0,0,0,0,0,4,0,0
3W,LALA G E RICKSHAW AND SPARE PARTS,0,0,0,0,0,0,0,0,0,45,0,0
2W,WUXI NOOMA (IMPORTER: KKL HITECH EV),0,0,0,0,0,0,0,0,0,1,0,0
3W,KANHA ELECTRIC VEHICLES,0,0,0,0,0,0,0,0,0,33,0,0
3W,ASAV AUTOMOTIVE PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
LMV,"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",0,0,0,0,0,0,0,0,0,1,0,0
2W,MOTOVOLT MOBILITY PVT LTD,0,0,0,0,0,0,0,0,0,14,0,0
3W,BSERAIL ENGINEERING PVT LTD,0,0,0,0,0,0,0,0,0,41,0,0
LMV,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,0,0,0,0,0,0,0,0,0,2,0,0
2W,GAURA ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,0,0,0,0,163,0,0
2W,VINTAGE VEHICLES,0,0,0,0,0,0,0,0,0,1,0,0
LMV,BIG BULL TRADER PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0
3W,VORC MOTORS PVT LTD,0,0,0,0,0,0,0,0,0,3,0,0
3W,SHIVGANGA ECOGREEN LLP,0,0,0,0,0,0,0,0,0,35,0,0
3W,SHIVA ENTERPRISES,0,0,0,0,0,0,0,0,0,65,0,0
3W,RACHANACREATIONS AUTO PVT LTD,0,0,0,0,0,0,0,0,0,10,0,0
3W,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,0,0,0,0,0,0,0,0,0,12,0,0
3W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),0,0,0,0,0,0,0,0,0,23,0,0
3W,SHIV ENTERPRISES,0,0,0,0,0,0,0,0,0,72,0,0
3W,KAKKAR ELECTRIC AUTO PVT LTD,0,0,0,0,0,0,0,0,0,93,0,0
3W,MOMU AUTOMOTIVE,0,0,0,0,0,0,0,0,0,210,0,0
2W,FSTMOTO INTERNATIONAL (IMPORTER: TEDI (INDIA)),0,0,0,0,0,0,0,0,0,2,0,0
2W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,0,0,0,0,0,0,0,0,0,1,0,0
